customer_id,product,category,amount
28248,Desk Lamp,Furniture,2.89
97566,White Mug,Apparel,95.53
99535,Desk Lamp,Accessories,836.11
98168,T-shirt,Stationery,1603.01
86784,Desk Lamp,Electronics,193.56
68565,White Mug,Stationery,124.07
46130,Wall Clock,Stationery,1310.34
17111,Headphones,Furniture,201.99
73801,Wall Clock,Accessories,324.29
57679,Office Chair,Accessories,801.09
48916,Desk Lamp,Electronics,1257.09
59897,Notebook,Accessories,934.66
95689,Office Chair,Accessories,2453.3
20197,Wireless Mouse,Accessories,191.64
66508,Wireless Mouse,Stationery,1522.51
25106,Wall Clock,Accessories,195.42
23308,White Mug,Apparel,556.89
67906,T-shirt,Stationery,1462.78
82364,T-shirt,Furniture,947.84
81874,Notebook,Stationery,2790.46
43548,USB Cable,Electronics,2210.52
20905,Desk Lamp,Accessories,125.38
54121,Office Chair,Accessories,627.72
55579,Office Chair,Stationery,250.72
54989,Backpack,Stationery,742.13
70549,Wall Clock,Electronics,88.87
65533,Wireless Mouse,Apparel,597.79
69871,T-shirt,Apparel,752.37
33670,Blue Pen,Stationery,3114.18
40686,Wall Clock,Furniture,2537.75
84200,Notebook,Stationery,3135.69
40726,Office Chair,Apparel,3346.5
79678,White Mug,Accessories,72.79
63906,Headphones,Electronics,1260.67
83595,Wall Clock,Stationery,1870.54
73085,Wireless Mouse,Accessories,1409.76
77881,Desk Lamp,Apparel,1893.99
80478,Blue Pen,Apparel,247.14
64675,Office Chair,Accessories,212.41
65199,Desk Lamp,Stationery,133.44
66200,T-shirt,Electronics,373.63
15204,White Mug,Stationery,372.87
27182,Notebook,Accessories,788.95
12305,Desk Lamp,Furniture,2401.61
53394,Notebook,Furniture,533.87
31685,Backpack,Furniture,583.48
36712,Blue Pen,Electronics,187.31
24439,Blue Pen,Electronics,2062.6
21142,White Mug,Furniture,625.51
78984,White Mug,Stationery,352.09
95900,T-shirt,Electronics,1763.95
29088,Backpack,Stationery,2787.18
65661,Backpack,Apparel,1912.9
17455,Backpack,Stationery,1080.01
34640,USB Cable,Electronics,2330.36
71635,White Mug,Accessories,1476.48
83272,White Mug,Apparel,1654.75
24022,Headphones,Accessories,3286.01
75134,Headphones,Stationery,231.18
90935,Wall Clock,Stationery,274.72
24835,Desk Lamp,Stationery,1784.12
70581,Backpack,Accessories,1615.75
85481,Wireless Mouse,Apparel,632.62
13354,White Mug,Electronics,365.56
74967,Headphones,Electronics,5.24
46539,Backpack,Electronics,210.37
77215,Wall Clock,Electronics,245.1
22405,Office Chair,Apparel,400.09
76019,Blue Pen,Furniture,24.99
84878,Backpack,Stationery,52.02
61529,USB Cable,Stationery,37.92
92422,T-shirt,Furniture,350.59
15818,Blue Pen,Electronics,3997.75
74948,Blue Pen,Furniture,724.91
52635,Blue Pen,Electronics,569.36
26766,Desk Lamp,Furniture,167.67
21644,Backpack,Electronics,423.45
42641,Office Chair,Accessories,2891.57
28069,USB Cable,Electronics,3099.7
25306,Wireless Mouse,Furniture,17.44
36811,Wireless Mouse,Apparel,2672.92
28055,White Mug,Furniture,1437.83
70285,USB Cable,Furniture,2067.88
86853,Wall Clock,Electronics,95.26
90758,Blue Pen,Furniture,257.49
16086,Notebook,Apparel,1533.81
38025,Blue Pen,Accessories,123.11
76619,Office Chair,Furniture,199.89
61973,Backpack,Furniture,1556.25
98710,T-shirt,Apparel,485.09
84339,Headphones,Accessories,1826.0
62281,Office Chair,Furniture,1049.09
47638,Backpack,Furniture,160.07
80859,Backpack,Accessories,368.83
69349,USB Cable,Accessories,250.21
31579,Blue Pen,Stationery,1188.38
43617,Wall Clock,Electronics,225.37
61855,Office Chair,Apparel,519.82
29228,Blue Pen,Accessories,317.84
21927,Backpack,Stationery,86.61
37502,Desk Lamp,Electronics,175.23
55923,USB Cable,Electronics,2623.74
81748,Wireless Mouse,Accessories,210.12
62921,Wall Clock,Accessories,35.12
32923,Office Chair,Stationery,526.84
11379,Backpack,Stationery,15.67
82745,Desk Lamp,Apparel,1622.25
79920,Wireless Mouse,Stationery,393.82
81247,Desk Lamp,Accessories,470.45
72478,Office Chair,Stationery,2163.59
63643,USB Cable,Furniture,1581.75
93553,Wireless Mouse,Furniture,838.48
62282,White Mug,Electronics,1306.91
88067,Backpack,Electronics,492.54
32292,Backpack,Electronics,92.03
31614,Backpack,Furniture,467.54
43514,Headphones,Apparel,1636.88
99672,Headphones,Apparel,243.12
82841,Headphones,Accessories,500.45
14539,Office Chair,Apparel,649.21
70313,Desk Lamp,Accessories,251.23
80030,Office Chair,Accessories,814.26
31367,Office Chair,Stationery,1440.83
41611,Office Chair,Apparel,35.97
85790,Backpack,Accessories,629.62
55831,USB Cable,Furniture,505.0
69121,Desk Lamp,Apparel,2490.74
39157,Wall Clock,Accessories,2713.79
96962,USB Cable,Apparel,2257.06
16455,Notebook,Apparel,92.84
40730,Notebook,Electronics,61.06
40525,Notebook,Stationery,58.25
58170,Notebook,Apparel,527.86
61284,White Mug,Furniture,1726.19
67814,Wireless Mouse,Electronics,1427.59
55328,Notebook,Accessories,259.68
92327,Notebook,Apparel,3977.82
99708,Office Chair,Stationery,708.77
25131,Headphones,Furniture,32.83
44461,Backpack,Furniture,685.23
51332,White Mug,Apparel,68.44
77732,Backpack,Stationery,2333.93
15136,Backpack,Stationery,3693.21
60045,Wireless Mouse,Electronics,1526.9
32859,Wall Clock,Electronics,723.57
57319,Desk Lamp,Electronics,1717.58
14406,USB Cable,Furniture,1095.51
15625,Office Chair,Apparel,2174.22
31265,Headphones,Furniture,426.12
85274,White Mug,Apparel,732.9
62634,USB Cable,Stationery,639.74
59168,White Mug,Furniture,136.56
45370,White Mug,Apparel,934.32
38551,T-shirt,Furniture,168.59
21120,Office Chair,Furniture,1955.84
55205,Notebook,Stationery,901.66
78806,Wall Clock,Stationery,112.99
82282,White Mug,Electronics,761.74
10664,White Mug,Electronics,228.18
70681,Notebook,Stationery,12.93
75041,USB Cable,Apparel,398.01
24193,Headphones,Electronics,3122.8
96231,Backpack,Electronics,72.43
40815,T-shirt,Apparel,88.98
24348,Blue Pen,Accessories,43.66
56438,Headphones,Furniture,823.65
85721,Office Chair,Apparel,631.54
95651,Blue Pen,Accessories,3094.27
49937,Office Chair,Accessories,1885.2
61638,Headphones,Accessories,548.11
20589,Office Chair,Stationery,2823.04
83006,USB Cable,Accessories,1347.33
11878,Wall Clock,Apparel,120.23
75201,Wireless Mouse,Accessories,1099.46
27561,Wall Clock,Accessories,1400.26
11514,Headphones,Apparel,294.17
47516,Notebook,Furniture,1970.66
84209,USB Cable,Accessories,126.01
54448,USB Cable,Accessories,271.99
89072,Desk Lamp,Electronics,821.85
29647,USB Cable,Furniture,122.96
40852,T-shirt,Electronics,889.06
46695,Desk Lamp,Apparel,1202.7
37333,Wireless Mouse,Apparel,871.79
34896,Wireless Mouse,Furniture,109.76
29793,Headphones,Electronics,42.38
29825,Wireless Mouse,Apparel,99.62
63336,Wireless Mouse,Furniture,3195.0
90638,T-shirt,Furniture,2221.6
63091,Blue Pen,Furniture,185.06
39833,Wall Clock,Accessories,130.33
74605,Headphones,Electronics,215.78
62857,Headphones,Accessories,81.96
54439,USB Cable,Electronics,192.98
27215,Notebook,Furniture,1116.87
17182,Desk Lamp,Stationery,1039.0
55445,Wireless Mouse,Apparel,105.37
58015,Wall Clock,Furniture,231.4
34585,Office Chair,Accessories,2786.46
92664,Notebook,Accessories,1360.98
94023,Notebook,Electronics,1326.6
60301,Desk Lamp,Electronics,514.48
12835,Blue Pen,Accessories,1891.97
10944,Notebook,Electronics,2045.52
91282,Wireless Mouse,Apparel,720.92
38539,Notebook,Furniture,339.15
70759,White Mug,Furniture,565.39
42084,Headphones,Electronics,1255.89
88995,Headphones,Furniture,2046.31
85196,Blue Pen,Apparel,172.57
18001,Desk Lamp,Stationery,2629.36
78589,Office Chair,Electronics,414.59
50604,Notebook,Stationery,2970.3
21421,Backpack,Apparel,765.98
97868,T-shirt,Electronics,923.6
72892,Notebook,Electronics,978.92
90647,Blue Pen,Electronics,142.5
82909,Office Chair,Stationery,1138.59
14120,USB Cable,Stationery,727.69
78610,Desk Lamp,Electronics,2030.98
45067,Office Chair,Electronics,104.21
61975,Backpack,Electronics,447.89
94036,Notebook,Electronics,758.65
98852,T-shirt,Stationery,986.79
55303,USB Cable,Electronics,1043.32
71235,Wall Clock,Electronics,224.06
64635,Desk Lamp,Electronics,519.26
54665,Wall Clock,Furniture,767.93
20088,Wall Clock,Electronics,88.17
59553,Notebook,Accessories,1185.42
94518,Desk Lamp,Accessories,2462.34
47585,Desk Lamp,Apparel,1134.72
87110,Office Chair,Electronics,212.38
51674,T-shirt,Accessories,792.02
98735,T-shirt,Stationery,2510.61
61275,Wall Clock,Electronics,77.83
56600,Blue Pen,Furniture,651.73
44816,Notebook,Stationery,147.62
81581,T-shirt,Furniture,145.76
30521,Backpack,Apparel,1333.07
79111,Office Chair,Stationery,176.75
45939,Wireless Mouse,Furniture,3486.52
28498,Backpack,Furniture,893.97
75452,Wall Clock,Stationery,1957.97
33283,Desk Lamp,Electronics,234.76
84651,Desk Lamp,Accessories,664.05
34134,T-shirt,Apparel,1620.68
45439,Notebook,Stationery,233.87
65036,Wall Clock,Apparel,171.58
47757,Blue Pen,Stationery,1041.77
70239,Backpack,Stationery,859.64
49988,Desk Lamp,Stationery,153.32
21868,Wireless Mouse,Apparel,1103.3
85800,Office Chair,Furniture,578.15
49109,Notebook,Accessories,1780.93
56262,Wireless Mouse,Stationery,1149.09
23310,Office Chair,Electronics,563.76
33751,Blue Pen,Accessories,775.78
56697,Desk Lamp,Accessories,381.24
24649,Wall Clock,Apparel,433.92
36541,White Mug,Furniture,868.95
81461,T-shirt,Electronics,2479.2
24617,Backpack,Stationery,41.48
80332,Notebook,Electronics,1732.31
20713,T-shirt,Apparel,2240.51
93069,Blue Pen,Apparel,3131.81
20126,Office Chair,Stationery,114.36
15633,Desk Lamp,Apparel,2764.09
29417,Notebook,Electronics,155.22
32878,USB Cable,Apparel,737.44
99384,USB Cable,Electronics,1408.62
64512,Wall Clock,Accessories,1909.15
86090,Headphones,Stationery,1703.86
21255,USB Cable,Apparel,251.92
68819,White Mug,Furniture,235.72
85716,Office Chair,Electronics,1067.5
87761,Headphones,Accessories,2530.93
73326,White Mug,Stationery,2323.15
17518,T-shirt,Electronics,140.0
11323,T-shirt,Stationery,2056.15
91150,Headphones,Electronics,667.01
22568,Notebook,Accessories,1144.17
55108,T-shirt,Accessories,1005.92
15566,Notebook,Electronics,639.77
28672,T-shirt,Stationery,127.98
26039,Wall Clock,Electronics,1779.7
14130,Notebook,Electronics,2274.03
16660,Wall Clock,Electronics,122.76
65751,Wall Clock,Accessories,1457.06
97132,Desk Lamp,Electronics,2949.31
37084,T-shirt,Apparel,635.79
34525,Notebook,Electronics,1577.39
18533,Desk Lamp,Electronics,990.76
20595,Wall Clock,Accessories,534.0
54685,Office Chair,Stationery,1894.84
39739,USB Cable,Apparel,1808.69
56743,White Mug,Electronics,2389.92
36066,T-shirt,Electronics,21.5
82111,Headphones,Furniture,366.78
34889,Backpack,Furniture,1794.59
76904,Wall Clock,Electronics,222.72
12559,T-shirt,Electronics,424.64
86772,Backpack,Electronics,3028.18
78387,White Mug,Electronics,25.84
63482,Desk Lamp,Electronics,594.95
16344,Wall Clock,Stationery,1066.36
26923,Office Chair,Stationery,1455.7
54680,Notebook,Accessories,150.03
85166,USB Cable,Apparel,1118.86
23952,Blue Pen,Apparel,133.98
44988,Wireless Mouse,Apparel,463.0
75760,T-shirt,Electronics,832.91
82152,Blue Pen,Apparel,1444.76
58887,Backpack,Furniture,294.76
23205,Backpack,Apparel,770.04
34420,White Mug,Stationery,672.71
42355,Blue Pen,Apparel,130.61
80997,T-shirt,Electronics,3396.73
43804,White Mug,Stationery,1214.92
70661,Wireless Mouse,Electronics,1331.55
34130,USB Cable,Furniture,34.58
31674,Blue Pen,Furniture,690.6
60235,Notebook,Electronics,1705.77
77207,USB Cable,Accessories,1766.58
37937,Office Chair,Furniture,71.85
86615,Headphones,Accessories,37.6
58988,T-shirt,Furniture,1320.75
42822,Wall Clock,Apparel,188.52
29954,T-shirt,Stationery,279.09
19145,USB Cable,Apparel,2746.94
48795,Office Chair,Stationery,1155.33
92076,T-shirt,Accessories,1359.71
76781,Wireless Mouse,Electronics,811.7
12927,Blue Pen,Furniture,113.07
96680,Blue Pen,Stationery,71.66
65344,Wireless Mouse,Stationery,377.64
94195,Office Chair,Apparel,773.52
70245,Notebook,Electronics,48.1
55402,T-shirt,Stationery,100.67
67811,USB Cable,Accessories,420.85
48795,Office Chair,Electronics,1209.87
67427,Office Chair,Stationery,396.96
74366,USB Cable,Accessories,1997.14
62299,Office Chair,Furniture,693.91
23415,Desk Lamp,Stationery,1274.35
61256,Desk Lamp,Accessories,167.53
57373,Headphones,Apparel,2307.16
71838,Wireless Mouse,Apparel,1074.21
43211,Wall Clock,Apparel,653.77
74380,USB Cable,Accessories,1630.61
65971,Headphones,Furniture,417.65
41587,Wall Clock,Accessories,314.8
51252,Blue Pen,Furniture,1247.56
17622,Wireless Mouse,Furniture,298.15
84691,Office Chair,Apparel,23.48
21897,White Mug,Furniture,834.45
53722,Blue Pen,Accessories,782.99
68344,Blue Pen,Furniture,512.45
89831,Wireless Mouse,Electronics,1612.81
97385,Blue Pen,Furniture,2369.18
12361,Wall Clock,Accessories,25.96
62990,Desk Lamp,Electronics,796.58
70905,Wireless Mouse,Apparel,117.12
20992,Headphones,Furniture,97.13
54344,White Mug,Apparel,194.08
52796,Blue Pen,Furniture,2897.77
64691,Blue Pen,Apparel,1337.64
58665,White Mug,Electronics,2860.8
35234,Notebook,Stationery,572.12
96505,Wireless Mouse,Accessories,478.14
51742,USB Cable,Apparel,2598.67
60370,Office Chair,Accessories,266.65
72018,Notebook,Furniture,189.52
42172,Notebook,Accessories,2815.41
36862,Blue Pen,Apparel,1228.2
61958,Blue Pen,Stationery,2251.42
74669,Headphones,Apparel,633.47
40187,T-shirt,Furniture,1914.14
77415,Wireless Mouse,Furniture,548.34
95175,Backpack,Apparel,815.87
47431,Desk Lamp,Apparel,367.49
75616,Notebook,Apparel,53.38
47542,Wireless Mouse,Accessories,3811.25
20336,Backpack,Stationery,1258.35
74198,USB Cable,Apparel,636.03
82238,Wall Clock,Furniture,1356.1
44303,T-shirt,Stationery,1543.57
92112,Blue Pen,Apparel,1151.09
29536,Notebook,Stationery,228.52
70106,Notebook,Electronics,2037.52
93967,Office Chair,Stationery,1024.94
91821,Wall Clock,Stationery,847.15
25883,T-shirt,Stationery,792.41
94986,Wireless Mouse,Furniture,1029.45
47215,Office Chair,Apparel,433.48
24304,Wall Clock,Furniture,334.82
98140,Backpack,Furniture,106.88
43744,Office Chair,Accessories,1311.86
16185,Wireless Mouse,Accessories,463.49
52512,Blue Pen,Stationery,445.28
32690,Desk Lamp,Apparel,1029.52
47335,Notebook,Furniture,789.02
19154,Notebook,Electronics,1053.34
24789,White Mug,Stationery,1509.69
89470,USB Cable,Accessories,2976.31
38852,T-shirt,Electronics,153.05
23363,Headphones,Apparel,2232.9
80927,Notebook,Electronics,497.66
45320,Headphones,Accessories,64.72
37974,Wireless Mouse,Furniture,103.35
45175,White Mug,Electronics,966.33
18941,Desk Lamp,Accessories,1070.76
21165,USB Cable,Furniture,519.08
36067,Wireless Mouse,Apparel,419.89
73678,USB Cable,Accessories,1693.44
30495,Office Chair,Accessories,2188.65
77957,Wireless Mouse,Furniture,621.92
27870,USB Cable,Accessories,74.95
38332,Backpack,Accessories,167.4
55201,Blue Pen,Electronics,1227.67
20992,White Mug,Accessories,1563.44
64612,Backpack,Accessories,1677.19
79486,Backpack,Electronics,100.82
95334,Desk Lamp,Electronics,386.94
13718,Headphones,Electronics,476.48
61891,Office Chair,Furniture,878.4
76407,Desk Lamp,Accessories,724.46
40611,T-shirt,Accessories,469.0
21380,T-shirt,Furniture,719.58
47639,Wireless Mouse,Accessories,475.67
85654,Office Chair,Stationery,1226.25
84532,White Mug,Electronics,782.46
94186,White Mug,Electronics,1071.44
87300,White Mug,Apparel,1356.86
86842,T-shirt,Apparel,1160.81
40837,T-shirt,Accessories,334.77
50831,USB Cable,Stationery,1019.94
52243,Backpack,Stationery,739.7
20564,Wall Clock,Electronics,397.03
44918,T-shirt,Accessories,32.88
70334,Backpack,Furniture,735.0
81171,Wireless Mouse,Furniture,157.2
41374,Desk Lamp,Furniture,559.33
84362,Blue Pen,Accessories,2434.95
70374,Office Chair,Furniture,772.38
76748,Wireless Mouse,Stationery,586.67
17126,T-shirt,Accessories,158.05
87238,Wall Clock,Apparel,353.49
99883,Office Chair,Stationery,659.58
28266,Desk Lamp,Electronics,290.24
49417,Backpack,Stationery,1931.78
43422,Office Chair,Electronics,1815.05
22393,Desk Lamp,Stationery,1336.2
49926,Wireless Mouse,Apparel,90.21
75935,T-shirt,Apparel,1266.09
67908,White Mug,Stationery,8.4
20609,White Mug,Stationery,2693.7
28414,Desk Lamp,Apparel,1059.84
55992,Headphones,Furniture,396.98
55894,T-shirt,Electronics,261.6
40381,T-shirt,Stationery,65.99
83546,T-shirt,Apparel,2137.18
71943,Wireless Mouse,Accessories,2438.6
68712,Office Chair,Accessories,71.84
41556,Office Chair,Apparel,2042.2
50980,USB Cable,Electronics,613.1
58395,Desk Lamp,Apparel,44.92
29967,USB Cable,Apparel,1463.4
54587,Backpack,Accessories,621.83
72762,Backpack,Accessories,59.31
23569,Wall Clock,Furniture,221.61
11503,Office Chair,Stationery,1513.51
72802,Backpack,Apparel,2085.72
64563,Backpack,Electronics,445.44
94116,Office Chair,Stationery,314.29
67876,Wall Clock,Electronics,315.61
37333,Backpack,Electronics,121.21
71133,T-shirt,Furniture,221.02
22869,Wall Clock,Stationery,1462.44
25759,Wireless Mouse,Accessories,83.1
49727,Desk Lamp,Electronics,541.73
65542,Office Chair,Furniture,2259.36
10212,Blue Pen,Apparel,35.88
68289,Wireless Mouse,Accessories,103.52
30180,Wall Clock,Electronics,639.96
98383,Blue Pen,Apparel,95.34
28181,USB Cable,Furniture,1112.89
11972,Backpack,Stationery,1564.06
88940,Backpack,Furniture,2301.17
84695,Desk Lamp,Furniture,710.46
14668,Wall Clock,Apparel,422.71
30826,Backpack,Furniture,221.01
13590,Desk Lamp,Stationery,1419.84
33656,T-shirt,Stationery,1586.98
77326,Office Chair,Accessories,2341.97
78044,T-shirt,Accessories,585.16
87342,Blue Pen,Stationery,82.88
66595,Blue Pen,Accessories,5.52
48096,USB Cable,Furniture,1834.22
38609,Wall Clock,Electronics,789.82
71175,Backpack,Accessories,1982.76
56518,Wireless Mouse,Stationery,127.0
62473,White Mug,Accessories,1619.98
54815,T-shirt,Electronics,1373.82
49724,Notebook,Stationery,690.73
13238,Wall Clock,Stationery,1671.72
81044,USB Cable,Stationery,917.94
75704,Headphones,Accessories,39.89
14985,Wall Clock,Electronics,586.94
74813,Desk Lamp,Stationery,590.51
73909,White Mug,Apparel,208.1
17646,Wireless Mouse,Furniture,1919.42
48228,T-shirt,Stationery,176.34
43600,Wall Clock,Accessories,604.45
29564,Wireless Mouse,Stationery,376.32
58638,Headphones,Furniture,129.84
53177,Office Chair,Apparel,2486.18
28808,White Mug,Electronics,320.85
38773,Wireless Mouse,Apparel,1736.01
25433,USB Cable,Apparel,915.45
21651,Backpack,Accessories,376.53
82513,T-shirt,Furniture,301.51
17089,Wall Clock,Accessories,1208.86
68850,Office Chair,Stationery,1622.98
71870,T-shirt,Furniture,571.6
38453,T-shirt,Apparel,126.89
41608,T-shirt,Furniture,1225.17
52205,Office Chair,Apparel,194.59
24944,White Mug,Accessories,1402.63
76038,Backpack,Electronics,1845.81
42118,Blue Pen,Electronics,895.49
48749,Backpack,Electronics,100.54
84938,Desk Lamp,Furniture,780.44
42065,White Mug,Stationery,779.28
52636,White Mug,Stationery,1087.42
67692,Wireless Mouse,Electronics,648.88
34265,White Mug,Accessories,781.18
15298,Blue Pen,Accessories,1698.09
29410,USB Cable,Apparel,1500.62
50730,Notebook,Furniture,1665.81
37269,USB Cable,Stationery,2463.11
22101,USB Cable,Apparel,1767.78
44211,Blue Pen,Stationery,652.73
18031,Office Chair,Electronics,213.66
88144,Wall Clock,Stationery,2253.08
22060,Wireless Mouse,Electronics,186.42
61929,Office Chair,Accessories,269.71
13052,Desk Lamp,Furniture,218.7
47645,T-shirt,Accessories,96.25
97374,T-shirt,Stationery,435.37
51167,Backpack,Electronics,383.27
71159,Blue Pen,Accessories,54.14
93064,Backpack,Electronics,1335.4
18273,White Mug,Apparel,3854.12
46518,T-shirt,Electronics,514.77
88123,Headphones,Electronics,1811.55
24255,Blue Pen,Stationery,2648.52
10717,USB Cable,Apparel,106.11
89924,Notebook,Electronics,441.17
88536,Wireless Mouse,Apparel,1812.1
96063,Blue Pen,Apparel,679.6
38257,Office Chair,Accessories,869.07
86714,Wireless Mouse,Furniture,766.13
54715,Backpack,Accessories,148.64
66992,Wall Clock,Accessories,1227.91
19506,Notebook,Stationery,2649.51
33289,Blue Pen,Accessories,69.72
86944,White Mug,Electronics,451.45
81159,USB Cable,Furniture,1843.41
13804,USB Cable,Apparel,1917.84
50048,Wireless Mouse,Stationery,293.32
84794,T-shirt,Stationery,1289.03
26864,Wireless Mouse,Accessories,4144.05
78769,Backpack,Furniture,373.03
77967,Headphones,Accessories,154.65
61906,Notebook,Stationery,28.53
91984,Notebook,Furniture,637.64
21821,Wireless Mouse,Accessories,691.25
55715,White Mug,Accessories,2034.27
28908,Notebook,Furniture,452.07
97023,Backpack,Apparel,185.88
33187,Notebook,Electronics,318.12
49055,White Mug,Accessories,971.9
25705,Wall Clock,Apparel,14.52
93516,Office Chair,Furniture,365.98
39803,Blue Pen,Apparel,921.58
42403,Backpack,Electronics,2006.64
51021,Notebook,Furniture,685.78
33217,Headphones,Electronics,598.1
40059,Wall Clock,Electronics,662.83
80350,T-shirt,Stationery,136.41
72306,Blue Pen,Apparel,1004.16
43023,T-shirt,Accessories,705.89
16543,Backpack,Electronics,501.4
23780,Blue Pen,Apparel,272.05
56835,Wireless Mouse,Apparel,201.35
70024,Wall Clock,Furniture,350.76
58775,Notebook,Furniture,702.96
79393,Notebook,Apparel,841.65
63338,Wireless Mouse,Accessories,87.02
51657,Notebook,Stationery,911.96
24086,Blue Pen,Furniture,62.62
20496,Blue Pen,Electronics,33.76
55700,Notebook,Stationery,69.39
98742,Blue Pen,Apparel,949.92
60110,Wireless Mouse,Furniture,2856.96
87841,T-shirt,Stationery,1092.62
18571,White Mug,Apparel,540.68
51231,Notebook,Furniture,57.76
95399,Wall Clock,Furniture,1569.43
74474,USB Cable,Electronics,122.62
98463,Notebook,Electronics,3482.41
10733,T-shirt,Apparel,42.83
57545,Wireless Mouse,Furniture,268.95
83153,White Mug,Apparel,207.35
96758,Blue Pen,Furniture,494.32
12267,Notebook,Apparel,3085.13
14836,Desk Lamp,Electronics,625.87
56849,USB Cable,Stationery,1799.97
19852,Headphones,Furniture,1244.61
75776,White Mug,Stationery,1144.04
10376,Blue Pen,Furniture,228.99
44628,Wall Clock,Apparel,1187.7
86838,White Mug,Apparel,1682.7
66686,USB Cable,Electronics,364.14
72475,White Mug,Furniture,162.06
21021,USB Cable,Accessories,285.28
90898,Office Chair,Electronics,1606.54
39945,Wireless Mouse,Stationery,452.64
49530,Blue Pen,Apparel,268.21
68259,Wall Clock,Electronics,740.97
25963,Wall Clock,Accessories,973.9
15869,Wireless Mouse,Furniture,1068.32
75219,USB Cable,Electronics,45.31
31421,Wireless Mouse,Accessories,685.21
91320,Backpack,Stationery,692.57
79023,Wall Clock,Stationery,1411.09
57425,Notebook,Accessories,978.67
17849,Wall Clock,Stationery,1384.48
25144,Blue Pen,Apparel,861.66
80604,Office Chair,Stationery,1139.66
74608,Desk Lamp,Apparel,1547.74
73188,USB Cable,Accessories,754.65
31263,Headphones,Stationery,1606.41
31172,Blue Pen,Accessories,423.68
86986,USB Cable,Electronics,756.41
86373,Wireless Mouse,Electronics,724.95
65576,White Mug,Electronics,3610.0
91261,Office Chair,Apparel,643.25
54067,Wireless Mouse,Apparel,2442.71
19603,USB Cable,Stationery,274.99
66466,Headphones,Electronics,1027.3
75280,Desk Lamp,Accessories,1878.58
86402,Blue Pen,Electronics,2826.14
91316,T-shirt,Electronics,693.64
29511,Desk Lamp,Furniture,1316.93
67108,USB Cable,Electronics,866.61
89574,Wall Clock,Accessories,926.86
85817,Blue Pen,Accessories,823.12
19882,Office Chair,Apparel,2029.82
47408,Blue Pen,Apparel,1381.19
41017,Blue Pen,Apparel,1236.86
46365,Blue Pen,Electronics,1571.36
54701,Blue Pen,Apparel,586.32
93544,Desk Lamp,Furniture,1189.74
91895,Headphones,Accessories,194.18
78577,White Mug,Electronics,120.96
23130,Office Chair,Electronics,1142.11
95132,Wireless Mouse,Apparel,1727.48
58912,White Mug,Accessories,385.78
51361,White Mug,Furniture,729.11
40326,Office Chair,Apparel,3174.38
58011,Office Chair,Accessories,674.24
53121,White Mug,Apparel,1223.03
44527,White Mug,Stationery,707.36
30171,Desk Lamp,Accessories,2882.22
24604,Desk Lamp,Furniture,509.31
80004,Headphones,Apparel,1340.02
69218,T-shirt,Accessories,72.9
64719,Wall Clock,Stationery,2550.56
46812,White Mug,Apparel,3764.21
87067,Wireless Mouse,Accessories,912.49
45202,Wall Clock,Accessories,2039.47
35743,Notebook,Stationery,175.56
55606,Headphones,Accessories,1320.26
13338,White Mug,Stationery,360.41
73292,T-shirt,Furniture,1298.39
93438,Wall Clock,Apparel,133.81
45999,Office Chair,Electronics,3140.64
56893,Wall Clock,Electronics,733.06
51172,Wireless Mouse,Apparel,2941.08
60329,Blue Pen,Apparel,683.2
76215,Wireless Mouse,Apparel,1840.19
10409,Office Chair,Furniture,1112.29
69902,USB Cable,Stationery,827.98
21739,White Mug,Accessories,409.56
62118,Desk Lamp,Electronics,67.58
85701,Backpack,Furniture,889.35
43162,Headphones,Apparel,109.25
73271,Wall Clock,Electronics,485.77
22810,Blue Pen,Stationery,579.19
35247,Backpack,Furniture,51.22
87691,Office Chair,Stationery,68.01
36681,Wall Clock,Electronics,131.64
70664,Backpack,Accessories,1267.83
60793,T-shirt,Furniture,1222.64
92302,Wireless Mouse,Accessories,554.88
74974,Desk Lamp,Electronics,564.01
78747,Wall Clock,Apparel,76.25
80056,Office Chair,Furniture,147.43
80074,USB Cable,Furniture,1610.08
97951,T-shirt,Apparel,455.62
12105,White Mug,Accessories,1155.58
96117,USB Cable,Accessories,2497.2
42095,Office Chair,Apparel,1825.05
45246,USB Cable,Stationery,117.12
42366,Headphones,Accessories,2781.83
31663,Desk Lamp,Accessories,265.73
87089,USB Cable,Apparel,365.3
96694,Headphones,Accessories,354.15
59718,Office Chair,Apparel,1165.34
30942,Notebook,Electronics,116.53
28972,Desk Lamp,Apparel,1731.32
25797,Notebook,Apparel,299.26
37582,USB Cable,Accessories,373.63
88757,White Mug,Electronics,172.42
80233,T-shirt,Apparel,517.33
38259,Headphones,Stationery,331.58
18792,Office Chair,Apparel,363.93
35719,Wall Clock,Furniture,478.32
33725,USB Cable,Electronics,172.76
52105,Office Chair,Furniture,2461.86
48743,Wireless Mouse,Apparel,689.89
55723,Headphones,Furniture,696.42
55605,T-shirt,Electronics,650.06
44755,Desk Lamp,Accessories,3071.75
64907,White Mug,Apparel,378.48
83236,T-shirt,Stationery,1364.62
18136,Wireless Mouse,Furniture,79.21
64684,Headphones,Furniture,2093.59
42368,White Mug,Electronics,83.64
60656,Headphones,Apparel,11.14
46455,Wireless Mouse,Furniture,3480.25
23073,T-shirt,Electronics,764.07
23330,Blue Pen,Electronics,321.9
18094,Blue Pen,Electronics,319.13
77312,Headphones,Electronics,482.84
